# Task,   Job,     Period,   Response, DL Miss?,   Lateness,  Tardiness
# task NAME=filter PID=4419 COST=10000000 PERIOD=33000000 CPU=0
  4419,    79,   33000000,   11037515,        0,  -21962485,          0
  4419,    80,   33000000,   11733376,        0,  -21266624,          0
  4419,    81,   33000000,   11395122,        0,  -21604878,          0
  4419,    82,   33000000,   10944590,        0,  -22055410,          0
  4419,    83,   33000000,   12164113,        0,  -20835887,          0
  4419,    84,   33000000,   11079575,        0,  -21920425,          0
  4419,    85,   33000000,   12656424,        0,  -20343576,          0
  4419,    86,   33000000,   11810197,        0,  -21189803,          0
  4419,    87,   33000000,   11917864,        0,  -21082136,          0
  4419,    88,   33000000,    9522831,        0,  -23477169,          0
  4419,    89,   33000000,   11556654,        0,  -21443346,          0
  4419,    90,   33000000,   16519921,        0,  -16480079,          0
  4419,    91,   33000000,   13543687,        0,  -19456313,          0
  4419,    92,   33000000,   12949161,        0,  -20050839,          0
  4419,    93,   33000000,   17099626,        0,  -15900374,          0
  4419,    94,   33000000,   11091658,        0,  -21908342,          0
  4419,    95,   33000000,   11549347,        0,  -21450653,          0
  4419,    96,   33000000,   11321242,        0,  -21678758,          0
  4419,    97,   33000000,   12126159,        0,  -20873841,          0
  4419,    98,   33000000,   11240975,        0,  -21759025,          0
  4419,    99,   33000000,   11826093,        0,  -21173907,          0
  4419,   100,   33000000,    9819171,        0,  -23180829,          0
  4419,   101,   33000000,   11678701,        0,  -21321299,          0
  4419,   102,   33000000,   11388901,        0,  -21611099,          0
  4419,   103,   33000000,   10142065,        0,  -22857935,          0
  4419,   104,   33000000,   10752848,        0,  -22247152,          0
  4419,   105,   33000000,   13760094,        0,  -19239906,          0
  4419,   106,   33000000,   13747328,        0,  -19252672,          0
  4419,   107,   33000000,   14287812,        0,  -18712188,          0
  4419,   108,   33000000,   11404004,        0,  -21595996,          0
  4419,   109,   33000000,   11116358,        0,  -21883642,          0
  4419,   110,   33000000,   12031880,        0,  -20968120,          0
  4419,   111,   33000000,   11374371,        0,  -21625629,          0
  4419,   112,   33000000,   10701900,        0,  -22298100,          0
  4419,   113,   33000000,   12912094,        0,  -20087906,          0
  4419,   114,   33000000,   11789635,        0,  -21210365,          0
  4419,   115,   33000000,   10795871,        0,  -22204129,          0
  4419,   116,   33000000,   10876996,        0,  -22123004,          0
  4419,   117,   33000000,   11087850,        0,  -21912150,          0
  4419,   118,   33000000,   10642100,        0,  -22357900,          0
  4419,   119,   33000000,   11003493,        0,  -21996507,          0
  4419,   120,   33000000,   11317060,        0,  -21682940,          0
  4419,   121,   33000000,   11488188,        0,  -21511812,          0
  4419,   122,   33000000,   11474349,        0,  -21525651,          0
  4419,   123,   33000000,   12201219,        0,  -20798781,          0
  4419,   124,   33000000,   14311180,        0,  -18688820,          0
  4419,   125,   33000000,   13813119,        0,  -19186881,          0
  4419,   126,   33000000,   11039942,        0,  -21960058,          0
  4419,   127,   33000000,   11130461,        0,  -21869539,          0
  4419,   128,   33000000,   12630617,        0,  -20369383,          0
  4419,   129,   33000000,   11195166,        0,  -21804834,          0
  4419,   130,   33000000,   12637881,        0,  -20362119,          0
  4419,   131,   33000000,   11490329,        0,  -21509671,          0
  4419,   132,   33000000,   11154669,        0,  -21845331,          0
  4419,   133,   33000000,   12085320,        0,  -20914680,          0
  4419,   134,   33000000,   11511335,        0,  -21488665,          0
  4419,   135,   33000000,   11360813,        0,  -21639187,          0
  4419,   136,   33000000,    9862646,        0,  -23137354,          0
  4419,   137,   33000000,   11271905,        0,  -21728095,          0
  4419,   138,   33000000,   10530763,        0,  -22469237,          0
  4419,   139,   33000000,   11773198,        0,  -21226802,          0
  4419,   140,   33000000,   10407730,        0,  -22592270,          0
  4419,   141,   33000000,   11299087,        0,  -21700913,          0
  4419,   142,   33000000,   10563225,        0,  -22436775,          0
  4419,   143,   33000000,   10468520,        0,  -22531480,          0
  4419,   144,   33000000,   11073199,        0,  -21926801,          0
  4419,   145,   33000000,    9979569,        0,  -23020431,          0
  4419,   146,   33000000,   10175364,        0,  -22824636,          0
  4419,   147,   33000000,   10740619,        0,  -22259381,          0
  4419,   148,   33000000,    9536347,        0,  -23463653,          0
  4419,   149,   33000000,   11567651,        0,  -21432349,          0
  4419,   150,   33000000,   11286836,        0,  -21713164,          0
  4419,   151,   33000000,   10314043,        0,  -22685957,          0
  4419,   152,   33000000,   10405254,        0,  -22594746,          0
  4419,   153,   33000000,   10193582,        0,  -22806418,          0
  4419,   154,   33000000,   11437171,        0,  -21562829,          0
  4419,   155,   33000000,   14749939,        0,  -18250061,          0
  4419,   156,   33000000,    9571475,        0,  -23428525,          0
  4419,   157,   33000000,   10689768,        0,  -22310232,          0
  4419,   158,   33000000,   10749900,        0,  -22250100,          0
  4419,   159,   33000000,   11127161,        0,  -21872839,          0
  4419,   160,   33000000,    9569578,        0,  -23430422,          0
  4419,   161,   33000000,   13213059,        0,  -19786941,          0
  4419,   162,   33000000,   10711868,        0,  -22288132,          0
  4419,   163,   33000000,   11013937,        0,  -21986063,          0
  4419,   164,   33000000,   12609418,        0,  -20390582,          0
  4419,   165,   33000000,   10941591,        0,  -22058409,          0
  4419,   166,   33000000,   12886683,        0,  -20113317,          0
  4419,   167,   33000000,   11144560,        0,  -21855440,          0
  4419,   168,   33000000,   10925327,        0,  -22074673,          0
  4419,   169,   33000000,   11802726,        0,  -21197274,          0
  4419,   170,   33000000,   10790980,        0,  -22209020,          0
  4419,   171,   33000000,   11714872,        0,  -21285128,          0
  4419,   172,   33000000,    9405305,        0,  -23594695,          0
  4419,   173,   33000000,   11329758,        0,  -21670242,          0
  4419,   174,   33000000,   10922851,        0,  -22077149,          0
  4419,   175,   33000000,   10818233,        0,  -22181767,          0
  4419,   176,   33000000,   10758875,        0,  -22241125,          0
  4419,   177,   33000000,   11658459,        0,  -21341541,          0
  4419,   178,   33000000,   11108127,        0,  -21891873,          0
  4419,   179,   33000000,   10986153,        0,  -22013847,          0
  4419,   180,   33000000,   11705008,        0,  -21294992,          0
  4419,   181,   33000000,   11707349,        0,  -21292651,          0
  4419,   182,   33000000,   11325041,        0,  -21674959,          0
  4419,   183,   33000000,   10999025,        0,  -22000975,          0
  4419,   184,   33000000,   10239592,        0,  -22760408,          0
  4419,   185,   33000000,   10710631,        0,  -22289369,          0
  4419,   186,   33000000,   16267488,        0,  -16732512,          0
  4419,   187,   33000000,   12448710,        0,  -20551290,          0
  4419,   188,   33000000,   11193109,        0,  -21806891,          0
  4419,   189,   33000000,   11887657,        0,  -21112343,          0
  4419,   190,   33000000,   11149353,        0,  -21850647,          0
  4419,   191,   33000000,   10590363,        0,  -22409637,          0
  4419,   192,   33000000,   12248093,        0,  -20751907,          0
  4419,   193,   33000000,   11375109,        0,  -21624891,          0
  4419,   194,   33000000,   11609976,        0,  -21390024,          0
  4419,   195,   33000000,   11877613,        0,  -21122387,          0
  4419,   196,   33000000,   14765383,        0,  -18234617,          0
  4419,   197,   33000000,   11752694,        0,  -21247306,          0
  4419,   198,   33000000,   11629217,        0,  -21370783,          0
  4419,   199,   33000000,   12946791,        0,  -20053209,          0
  4419,   200,   33000000,   11015049,        0,  -21984951,          0
  4419,   201,   33000000,   13420109,        0,  -19579891,          0
  4419,   202,   33000000,   11696713,        0,  -21303287,          0
  4419,   203,   33000000,   11503782,        0,  -21496218,          0
  4419,   204,   33000000,   11958156,        0,  -21041844,          0
  4419,   205,   33000000,   11343416,        0,  -21656584,          0
  4419,   206,   33000000,   16915989,        0,  -16084011,          0
  4419,   207,   33000000,   11350319,        0,  -21649681,          0
  4419,   208,   33000000,   10348720,        0,  -22651280,          0
  4419,   209,   33000000,   12158713,        0,  -20841287,          0
  4419,   210,   33000000,   11599020,        0,  -21400980,          0
  4419,   211,   33000000,   13027779,        0,  -19972221,          0
  4419,   212,   33000000,   11299053,        0,  -21700947,          0
  4419,   213,   33000000,   12112720,        0,  -20887280,          0
  4419,   214,   33000000,   11925452,        0,  -21074548,          0
  4419,   215,   33000000,   11327338,        0,  -21672662,          0
  4419,   216,   33000000,   13118444,        0,  -19881556,          0
  4419,   217,   33000000,   17393940,        0,  -15606060,          0
  4419,   218,   33000000,   13168986,        0,  -19831014,          0
  4419,   219,   33000000,   13558296,        0,  -19441704,          0
  4419,   220,   33000000,    9373213,        0,  -23626787,          0
  4419,   221,   33000000,   11957383,        0,  -21042617,          0
  4419,   222,   33000000,   11557337,        0,  -21442663,          0
  4419,   223,   33000000,   12280425,        0,  -20719575,          0
  4419,   224,   33000000,   11803043,        0,  -21196957,          0
  4419,   225,   33000000,   11099979,        0,  -21900021,          0
  4419,   226,   33000000,   11156728,        0,  -21843272,          0
  4419,   227,   33000000,   11501067,        0,  -21498933,          0
  4419,   228,   33000000,   12001031,        0,  -20998969,          0
  4419,   229,   33000000,   11709099,        0,  -21290901,          0
  4419,   230,   33000000,   11407926,        0,  -21592074,          0
  4419,   231,   33000000,   10946044,        0,  -22053956,          0
  4419,   232,   33000000,   13369682,        0,  -19630318,          0
  4419,   233,   33000000,   12250688,        0,  -20749312,          0
  4419,   234,   33000000,   11601953,        0,  -21398047,          0
  4419,   235,   33000000,   11441378,        0,  -21558622,          0
  4419,   236,   33000000,   11948987,        0,  -21051013,          0
  4419,   237,   33000000,   10787636,        0,  -22212364,          0
  4419,   238,   33000000,   12894712,        0,  -20105288,          0
  4419,   239,   33000000,   11497972,        0,  -21502028,          0
  4419,   240,   33000000,   11304927,        0,  -21695073,          0
  4419,   241,   33000000,   12654429,        0,  -20345571,          0
  4419,   242,   33000000,   10816840,        0,  -22183160,          0
  4419,   243,   33000000,   12335997,        0,  -20664003,          0
  4419,   244,   33000000,    9579301,        0,  -23420699,          0
  4419,   245,   33000000,   12334624,        0,  -20665376,          0
  4419,   246,   33000000,   10602698,        0,  -22397302,          0
  4419,   247,   33000000,   10608584,        0,  -22391416,          0
  4419,   248,   33000000,   16632294,        0,  -16367706,          0
  4419,   249,   33000000,   10743349,        0,  -22256651,          0
  4419,   250,   33000000,   12243999,        0,  -20756001,          0
  4419,   251,   33000000,   11109537,        0,  -21890463,          0
  4419,   252,   33000000,   11558907,        0,  -21441093,          0
  4419,   253,   33000000,   11620671,        0,  -21379329,          0
  4419,   254,   33000000,   11634582,        0,  -21365418,          0
  4419,   255,   33000000,   11703104,        0,  -21296896,          0
  4419,   256,   33000000,    9807373,        0,  -23192627,          0
  4419,   257,   33000000,   10879117,        0,  -22120883,          0
  4419,   258,   33000000,    9967761,        0,  -23032239,          0
  4419,   259,   33000000,   10882390,        0,  -22117610,          0
  4419,   260,   33000000,   11244266,        0,  -21755734,          0
  4419,   261,   33000000,   10091091,        0,  -22908909,          0
  4419,   262,   33000000,   10098743,        0,  -22901257,          0
  4419,   263,   33000000,   10488010,        0,  -22511990,          0
  4419,   264,   33000000,   10226671,        0,  -22773329,          0
  4419,   265,   33000000,   11836454,        0,  -21163546,          0
  4419,   266,   33000000,   10819922,        0,  -22180078,          0
  4419,   267,   33000000,   10854630,        0,  -22145370,          0
  4419,   268,   33000000,   10377994,        0,  -22622006,          0
  4419,   269,   33000000,   11122171,        0,  -21877829,          0
  4419,   270,   33000000,   10946640,        0,  -22053360,          0
  4419,   271,   33000000,   11192583,        0,  -21807417,          0
  4419,   272,   33000000,   10865910,        0,  -22134090,          0
  4419,   273,   33000000,   10922540,        0,  -22077460,          0
  4419,   274,   33000000,   10856223,        0,  -22143777,          0
  4419,   275,   33000000,   11201120,        0,  -21798880,          0
  4419,   276,   33000000,   10796791,        0,  -22203209,          0
  4419,   277,   33000000,   10873525,        0,  -22126475,          0
  4419,   278,   33000000,   11795006,        0,  -21204994,          0
  4419,   279,   33000000,   14270313,        0,  -18729687,          0
  4419,   280,   33000000,    8909538,        0,  -24090462,          0
  4419,   281,   33000000,   10580069,        0,  -22419931,          0
  4419,   282,   33000000,   11134926,        0,  -21865074,          0
  4419,   283,   33000000,   10578966,        0,  -22421034,          0
  4419,   284,   33000000,   10974286,        0,  -22025714,          0
  4419,   285,   33000000,    9880832,        0,  -23119168,          0
  4419,   286,   33000000,   10105657,        0,  -22894343,          0
  4419,   287,   33000000,   10983123,        0,  -22016877,          0
  4419,   288,   33000000,   10923029,        0,  -22076971,          0
  4419,   289,   33000000,   11519238,        0,  -21480762,          0
  4419,   290,   33000000,   10866061,        0,  -22133939,          0
  4419,   291,   33000000,   10877094,        0,  -22122906,          0
  4419,   292,   33000000,    9747548,        0,  -23252452,          0
  4419,   293,   33000000,   11407878,        0,  -21592122,          0
  4419,   294,   33000000,   11717689,        0,  -21282311,          0
  4419,   295,   33000000,   10435670,        0,  -22564330,          0
  4419,   296,   33000000,   10479290,        0,  -22520710,          0
  4419,   297,   33000000,   12971484,        0,  -20028516,          0
  4419,   298,   33000000,   15273625,        0,  -17726375,          0
  4419,   299,   33000000,   11287126,        0,  -21712874,          0
  4419,   300,   33000000,   11251401,        0,  -21748599,          0
  4419,   301,   33000000,   10880066,        0,  -22119934,          0
  4419,   302,   33000000,   10799875,        0,  -22200125,          0
  4419,   303,   33000000,   12671700,        0,  -20328300,          0
  4419,   304,   33000000,    9010578,        0,  -23989422,          0
  4419,   305,   33000000,   11042352,        0,  -21957648,          0
  4419,   306,   33000000,   11774807,        0,  -21225193,          0
  4419,   307,   33000000,   10618451,        0,  -22381549,          0
  4419,   308,   33000000,   10107828,        0,  -22892172,          0
  4419,   309,   33000000,   10170035,        0,  -22829965,          0
  4419,   310,   33000000,   14345813,        0,  -18654187,          0
  4419,   311,   33000000,   11924824,        0,  -21075176,          0
  4419,   312,   33000000,   10656853,        0,  -22343147,          0
  4419,   313,   33000000,   10762740,        0,  -22237260,          0
  4419,   314,   33000000,   11263976,        0,  -21736024,          0
  4419,   315,   33000000,   10568982,        0,  -22431018,          0
  4419,   316,   33000000,   11136946,        0,  -21863054,          0
  4419,   317,   33000000,   11734831,        0,  -21265169,          0
  4419,   318,   33000000,   12102479,        0,  -20897521,          0
  4419,   319,   33000000,   11714362,        0,  -21285638,          0
  4419,   320,   33000000,   12681456,        0,  -20318544,          0
  4419,   321,   33000000,   11102674,        0,  -21897326,          0
  4419,   322,   33000000,   10963637,        0,  -22036363,          0
  4419,   323,   33000000,   11089944,        0,  -21910056,          0
  4419,   324,   33000000,   10638613,        0,  -22361387,          0
  4419,   325,   33000000,   11899813,        0,  -21100187,          0
  4419,   326,   33000000,   10712928,        0,  -22287072,          0
  4419,   327,   33000000,   10632882,        0,  -22367118,          0
  4419,   328,   33000000,   10001518,        0,  -22998482,          0
  4419,   329,   33000000,   10926230,        0,  -22073770,          0
  4419,   330,   33000000,   11275765,        0,  -21724235,          0
  4419,   331,   33000000,   10979256,        0,  -22020744,          0
  4419,   332,   33000000,   11266185,        0,  -21733815,          0
  4419,   333,   33000000,    9868407,        0,  -23131593,          0
  4419,   334,   33000000,   10352900,        0,  -22647100,          0
  4419,   335,   33000000,   10452088,        0,  -22547912,          0
  4419,   336,   33000000,   10280073,        0,  -22719927,          0
  4419,   337,   33000000,   11594285,        0,  -21405715,          0
  4419,   338,   33000000,   10646736,        0,  -22353264,          0
  4419,   339,   33000000,   14065132,        0,  -18934868,          0
  4419,   340,   33000000,    9103529,        0,  -23896471,          0
  4419,   341,   33000000,   15245289,        0,  -17754711,          0
  4419,   342,   33000000,   10621553,        0,  -22378447,          0
  4419,   343,   33000000,   11010704,        0,  -21989296,          0
  4419,   344,   33000000,   12380103,        0,  -20619897,          0
  4419,   345,   33000000,   11501753,        0,  -21498247,          0
  4419,   346,   33000000,   11105185,        0,  -21894815,          0
  4419,   347,   33000000,   12715079,        0,  -20284921,          0
  4419,   348,   33000000,   10999043,        0,  -22000957,          0
  4419,   349,   33000000,   12257120,        0,  -20742880,          0
  4419,   350,   33000000,   11104047,        0,  -21895953,          0
  4419,   351,   33000000,   11755030,        0,  -21244970,          0
  4419,   352,   33000000,    8877741,        0,  -24122259,          0
  4419,   353,   33000000,   10947243,        0,  -22052757,          0
  4419,   354,   33000000,   11909823,        0,  -21090177,          0
  4419,   355,   33000000,   11105707,        0,  -21894293,          0
  4419,   356,   33000000,   10769196,        0,  -22230804,          0
  4419,   357,   33000000,   11277720,        0,  -21722280,          0
  4419,   358,   33000000,   10796096,        0,  -22203904,          0
  4419,   359,   33000000,   14474838,        0,  -18525162,          0
  4419,   360,   33000000,   10831355,        0,  -22168645,          0
  4419,   361,   33000000,   12079855,        0,  -20920145,          0
  4419,   362,   33000000,   10824601,        0,  -22175399,          0
  4419,   363,   33000000,   11056377,        0,  -21943623,          0
  4419,   364,   33000000,   11204485,        0,  -21795515,          0
  4419,   365,   33000000,   11463308,        0,  -21536692,          0
  4419,   366,   33000000,   11542129,        0,  -21457871,          0
  4419,   367,   33000000,   10585828,        0,  -22414172,          0
  4419,   368,   33000000,   10522413,        0,  -22477587,          0
  4419,   369,   33000000,   12286107,        0,  -20713893,          0
  4419,   370,   33000000,   10938296,        0,  -22061704,          0
  4419,   371,   33000000,   11950674,        0,  -21049326,          0
  4419,   372,   33000000,   16405777,        0,  -16594223,          0
  4419,   373,   33000000,   10906585,        0,  -22093415,          0
  4419,   374,   33000000,   12176228,        0,  -20823772,          0
  4419,   375,   33000000,   10581742,        0,  -22418258,          0
  4419,   376,   33000000,   10775700,        0,  -22224300,          0
  4419,   377,   33000000,   10766019,        0,  -22233981,          0
  4419,   378,   33000000,   10421956,        0,  -22578044,          0
  4419,   379,   33000000,   10390691,        0,  -22609309,          0
  4419,   380,   33000000,   10268785,        0,  -22731215,          0
  4419,   381,   33000000,   10964047,        0,  -22035953,          0
  4419,   382,   33000000,   11283318,        0,  -21716682,          0
  4419,   383,   33000000,   12348551,        0,  -20651449,          0
  4419,   384,   33000000,   11871534,        0,  -21128466,          0
  4419,   385,   33000000,   10950964,        0,  -22049036,          0
  4419,   386,   33000000,   13060188,        0,  -19939812,          0
  4419,   387,   33000000,   10927184,        0,  -22072816,          0
  4419,   388,   33000000,   10344867,        0,  -22655133,          0
  4419,   389,   33000000,   12745517,        0,  -20254483,          0
  4419,   390,   33000000,   13347406,        0,  -19652594,          0
  4419,   391,   33000000,   12669816,        0,  -20330184,          0
  4419,   392,   33000000,   10604079,        0,  -22395921,          0
  4419,   393,   33000000,   11267815,        0,  -21732185,          0
  4419,   394,   33000000,   10964681,        0,  -22035319,          0
  4419,   395,   33000000,   11230294,        0,  -21769706,          0
  4419,   396,   33000000,   11404818,        0,  -21595182,          0
  4419,   397,   33000000,   11155679,        0,  -21844321,          0
  4419,   398,   33000000,   12606689,        0,  -20393311,          0
  4419,   399,   33000000,   11332662,        0,  -21667338,          0
  4419,   400,   33000000,   10896321,        0,  -22103679,          0
  4419,   401,   33000000,   11440219,        0,  -21559781,          0
  4419,   402,   33000000,   10963976,        0,  -22036024,          0
  4419,   403,   33000000,   17001242,        0,  -15998758,          0
  4419,   404,   33000000,   11438553,        0,  -21561447,          0
  4419,   405,   33000000,    9789347,        0,  -23210653,          0
  4419,   406,   33000000,   11103615,        0,  -21896385,          0
  4419,   407,   33000000,   11528751,        0,  -21471249,          0
  4419,   408,   33000000,   10785505,        0,  -22214495,          0
  4419,   409,   33000000,   11309307,        0,  -21690693,          0
  4419,   410,   33000000,   14476956,        0,  -18523044,          0
  4419,   411,   33000000,   11192854,        0,  -21807146,          0
  4419,   412,   33000000,    9396524,        0,  -23603476,          0
  4419,   413,   33000000,   10785918,        0,  -22214082,          0
  4419,   414,   33000000,   10131673,        0,  -22868327,          0
  4419,   415,   33000000,   10063472,        0,  -22936528,          0
  4419,   416,   33000000,    9802877,        0,  -23197123,          0
  4419,   417,   33000000,   10713442,        0,  -22286558,          0
  4419,   418,   33000000,   10712058,        0,  -22287942,          0
  4419,   419,   33000000,   10551968,        0,  -22448032,          0
  4419,   420,   33000000,   10102990,        0,  -22897010,          0
  4419,   421,   33000000,   11451378,        0,  -21548622,          0
  4419,   422,   33000000,   11706494,        0,  -21293506,          0
  4419,   423,   33000000,   12502824,        0,  -20497176,          0
  4419,   424,   33000000,    9728749,        0,  -23271251,          0
  4419,   425,   33000000,   10573406,        0,  -22426594,          0
  4419,   426,   33000000,   11580590,        0,  -21419410,          0
  4419,   427,   33000000,   10282251,        0,  -22717749,          0
  4419,   428,   33000000,   10199831,        0,  -22800169,          0
  4419,   429,   33000000,   10017089,        0,  -22982911,          0
  4419,   430,   33000000,   12011779,        0,  -20988221,          0
  4419,   431,   33000000,   10255344,        0,  -22744656,          0
  4419,   432,   33000000,   12413267,        0,  -20586733,          0
  4419,   433,   33000000,   10972025,        0,  -22027975,          0
  4419,   434,   33000000,   14794725,        0,  -18205275,          0
  4419,   435,   33000000,   10207967,        0,  -22792033,          0
  4419,   436,   33000000,    9667451,        0,  -23332549,          0
  4419,   437,   33000000,   11599301,        0,  -21400699,          0
  4419,   438,   33000000,   10319493,        0,  -22680507,          0
  4419,   439,   33000000,   11005770,        0,  -21994230,          0
  4419,   440,   33000000,   10901133,        0,  -22098867,          0
  4419,   441,   33000000,   10737423,        0,  -22262577,          0
  4419,   442,   33000000,   11926535,        0,  -21073465,          0
  4419,   443,   33000000,   10812446,        0,  -22187554,          0
  4419,   444,   33000000,   11601497,        0,  -21398503,          0
  4419,   445,   33000000,   12147162,        0,  -20852838,          0
  4419,   446,   33000000,   10673699,        0,  -22326301,          0
  4419,   447,   33000000,   10810945,        0,  -22189055,          0
  4419,   448,   33000000,    9781566,        0,  -23218434,          0
  4419,   449,   33000000,   11372089,        0,  -21627911,          0
  4419,   450,   33000000,   10091332,        0,  -22908668,          0
  4419,   451,   33000000,   11238540,        0,  -21761460,          0
  4419,   452,   33000000,   10554729,        0,  -22445271,          0
  4419,   453,   33000000,   10586015,        0,  -22413985,          0
  4419,   454,   33000000,    9553941,        0,  -23446059,          0
  4419,   455,   33000000,   10151403,        0,  -22848597,          0
  4419,   456,   33000000,   10009104,        0,  -22990896,          0
  4419,   457,   33000000,   10691411,        0,  -22308589,          0
  4419,   458,   33000000,   11316107,        0,  -21683893,          0
  4419,   459,   33000000,   10127530,        0,  -22872470,          0
  4419,   460,   33000000,    9510264,        0,  -23489736,          0
  4419,   461,   33000000,   10737269,        0,  -22262731,          0
  4419,   462,   33000000,    9902398,        0,  -23097602,          0
  4419,   463,   33000000,   10446155,        0,  -22553845,          0
  4419,   464,   33000000,   10072139,        0,  -22927861,          0
  4419,   465,   33000000,   16659766,        0,  -16340234,          0
  4419,   466,   33000000,    9880145,        0,  -23119855,          0
  4419,   467,   33000000,   10337533,        0,  -22662467,          0
  4419,   468,   33000000,   11588725,        0,  -21411275,          0
  4419,   469,   33000000,   11076671,        0,  -21923329,          0
  4419,   470,   33000000,   10058843,        0,  -22941157,          0
  4419,   471,   33000000,   11544392,        0,  -21455608,          0
  4419,   472,   33000000,    9556966,        0,  -23443034,          0
  4419,   473,   33000000,   11473103,        0,  -21526897,          0
  4419,   474,   33000000,   10048833,        0,  -22951167,          0
  4419,   475,   33000000,   10263203,        0,  -22736797,          0
  4419,   476,   33000000,   10949661,        0,  -22050339,          0
  4419,   477,   33000000,   10288453,        0,  -22711547,          0
  4419,   478,   33000000,   11177721,        0,  -21822279,          0
